16:04:34:0434 ,crawler, Connecting to database
16:04:35:0435 ,crawler, Generating next test ID
16:04:35:0435 ,crawler, Next ID generated is 1
16:04:35:0435 ,crawler, Successfully executed query: INSERT into tests(id,status,numUrlsFound,type,num_requests_sent,start_timestamp,finish_timestamp,scan_finished,url,username,urls_found) VALUES(1,'Creating profile for new crawl...',0,'crawl',0,1461744275,1461744275,0,'http://www.baidu.com','root','') 
16:04:36:0436 ,crawler, Calling AJAX function beginCrawl()
16:04:43:0443 ,crawler, Connecting to database
16:04:44:0444 ,crawler, Generating next test ID
16:04:44:0444 ,crawler, Next ID generated is 2
16:04:44:0444 ,crawler, Problem executing query: INSERT into tests(id,status,numUrlsFound,type,num_requests_sent,start_timestamp,finish_timestamp,scan_finished,url,username,urls_found) VALUES(2,'Creating profile for new crawl...',0,'crawl',0,1461744284,1461744284,0,'http://www.baidu.com','root','') 
16:04:56:0456 ,crawler, Connecting to database
16:04:57:0457 ,crawler, Generating next test ID
16:04:57:0457 ,crawler, Next ID generated is 2
16:04:57:0457 ,crawler, Successfully executed query: INSERT into tests(id,status,numUrlsFound,type,num_requests_sent,start_timestamp,finish_timestamp,scan_finished,url,username,urls_found) VALUES(2,'Creating profile for new crawl...',0,'crawl',0,1461744297,1461744297,0,'www.baidu.com','root','') 
16:04:57:0457 ,crawler, Calling AJAX function beginCrawl()
16:09:55:0455 ,crawler, Connecting to database
16:09:56:0456 ,crawler, Generating next test ID
16:09:56:0456 ,crawler, Next ID generated is 6
16:09:56:0456 ,crawler, Successfully executed query: INSERT into tests(id,status,numUrlsFound,type,num_requests_sent,start_timestamp,finish_timestamp,scan_finished,url,username,urls_found) VALUES(6,'Creating profile for new crawl...',0,'crawl',0,1461744596,1461744596,0,'10.10.10.10','root','') 
16:09:57:0457 ,crawler, Calling AJAX function beginCrawl()
16:09:57:0457 ,begin_crawl, Connecting to database
16:09:58:0458 ,begin_crawl, Instantiating crawler
16:09:58:0458 ,begin_crawl, URL to scan: 10.10.10.10
16:09:58:0458 ,begin_crawl, Starting crawler
16:18:18:0418 ,begin_crawl, All URLs found excluding exceptions:
16:18:18:0418 ,begin_crawl, http://10.10.10.10/
16:18:18:0418 ,begin_crawl, http://10.10.10.10/index.php?controller=default&action=index
16:18:18:0418 ,begin_crawl, http://10.10.10.10/index.php?controller=board&action=Index
16:18:18:0418 ,begin_crawl, http://10.10.10.10/index.php?controller=board&action=Content&board_id=12
16:18:18:0418 ,begin_crawl, http://10.10.10.10/index.php?controller=board&action=Content&board_id=11
16:18:18:0418 ,begin_crawl, http://10.10.10.10/index.php?controller=board&action=Content&board_id=10
16:18:18:0418 ,begin_crawl, http://10.10.10.10/index.php?controller=board&action=Content&board_id=7
